Brand,Model,Year,Price,Mileage,Transmission,Fuel Type,Previous Owners,Color,Body Type,Engine position,Engine capacity (litre),Cylinder layout and quantity,Seats (quantity),No of doors,Front tyres,Rear tyres,Driven wheels,Fuel capacity,Fuel consumption (average),Fuel range (average),Power maximum (detail),Torque maximum,Acceleration 0-100 km/h,Maximum/top speed,CO2 emissions (average)
Volkswagen,Polo Hatch 1.0TSI 70kW Life,2022,299900.0,34929.0,Manual,Petrol,Unknown,White,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15 (opt 195/55 R16),185/70 R14 (opt 185/65 R15),Front Wheel Drive,40.0,5.4,741.0,70.0,175.0,10.8,187.0,124.0
Kia,Seltos 1.5CRDi EX Auto,2021,349900.0,40000.0,Automatic,Diesel,1,Burgundy,SUV,Front,1.5,i4,5.0,5.0,205/65 R16,205/65 R16,Front Wheel Drive,50.0,5.7,877.0,86.0,250.0,11.5,176.0,151.0
Volkswagen,Tiguan 1.4TSI 110kW R-Line,2023,769950.0,1500.0,Automatic,Petrol,Unknown,White,SUV,Front,1.4,i4,5.0,5.0,255/45 R19 (opt 255/40 R20),255/45 R19 (opt 255/40 R20),Front Wheel Drive,58.0,7.7,753.0,110.0,250.0,9.2,200.0,175.0
Suzuki,Vitara 1.6 GL+ Auto,2019,255000.0,58000.0,Automatic,Petrol,Unknown,Gold,SUV,Front,1.6,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,47.0,6.0,783.0,86.0,151.0,12.5,180.0,139.0
Honda,WR-V 1.2 Comfort,2022,219800.0,28681.0,Manual,Petrol,1,White,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Ford,EcoSport 1.0T Titanium Auto,2022,389900.0,5000.0,Automatic,Petrol,1,Grey,SUV,Front,1.0,i3,5.0,5.0,205/50 R17,205/50 R17,Front Wheel Drive,52.0,6.3,825.0,92.0,170.0,12.7,181.0,143.0
Renault,Kiger 1.0 Turbo Intens,2023,314900.0,101.0,Manual,Petrol,1,White - black roof,SUV,Front,1.0,i3,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,5.0,800.0,74.0,160.0,,,119.0
Alfa,Romeo Tonale 1.5T Hybrid Speciale,2022,789900.0,8700.0,Automatic,Hybrid,1,Green,SUV,Front,1.5,i4,5.0,5.0,235/40 R20,235/40 R20,Front Wheel Drive,55.0,5.7,965.0,118.0,240.0,8.8,210.0,130.0
Honda,WR-V 1.2 Comfort,2021,219800.0,32500.0,Manual,Petrol,1,White,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Honda,WR-V 1.2 Comfort,2022,219800.0,28000.0,Manual,Petrol,1,White,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Honda,WR-V 1.2 Comfort,2022,219800.0,26000.0,Manual,Petrol,1,L/silver,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Honda,WR-V 1.2 Comfort,2022,219800.0,29500.0,Manual,Petrol,1,L/silver,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Honda,WR-V 1.2 Comfort,2022,219800.0,26500.0,Manual,Petrol,1,White,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Honda,Ballade 1.5 Comfort,2022,249800.0,30500.0,Automatic,Petrol,1,Modern steel,Sedan,Front,1.5,i4,5.0,4.0,185/60 R15,185/60 R15,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,131.0
Honda,Ballade 1.5 Comfort,2022,249800.0,26000.0,Automatic,Petrol,1,Modern steel,Sedan,Front,1.5,i4,5.0,4.0,185/60 R15,185/60 R15,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,131.0
Honda,Ballade 1.5 Comfort,2022,249800.0,27500.0,Automatic,Petrol,1,L/silver,Sedan,Front,1.5,i4,5.0,4.0,185/60 R15,185/60 R15,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,131.0
Honda,Ballade 1.5 Comfort,2021,249800.0,31500.0,Automatic,Petrol,1,P/white,Sedan,Front,1.5,i4,5.0,4.0,185/60 R15,185/60 R15,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,131.0
Honda,Amaze 1.2 Comfort,2022,188800.0,38000.0,Manual,Petrol,1,White,Sedan,Front,1.2,i4,5.0,4.0,175/65 R15,175/65 R15,Front Wheel Drive,35.0,5.6,625.0,66.0,110.0,12.3,160.0,133.0
Mercedes-Benz,X-Class X350d double cab 4Matic Power,2020,949000.0,70700.0,Automatic,Diesel,1,White,Double cab,Front,3.0,V6,5.0,4.0,255/60 R18 (opt 255/35 R19),255/60 R18 (opt 255/35 R19),All Wheel Drive,73.0,9.0,811.0,190.0,550.0,7.9,205.0,236.0
Mercedes-Benz,V-Class V220d Avantgarde,2023,1899000.0,1500.0,Automatic,Diesel,1,White,MPV,Front,2.0,i4,6.0,5.0,245/45 R18 (opt 245/45 R19),245/45 R18 (opt 245/45 R19),Rear Wheel Drive,70.0,7.1,985.0,120.0,380.0,10.9,195.0,182.0
Mercedes-Benz,GLE GLE400d 4Matic,2021,1599000.0,47500.0,Automatic,Diesel,1,Red,SUV,Front,2.9,i6,5.0,5.0,255/50 R19 (opt 275/50 R20 / opt 275/45 R21 / opt 285/40 R22),255/50 R19 (opt 275/50 R20 / opt 315/40 R21 / opt 325/35 R22,All Wheel Drive,80.0,7.5,1067.0,243.0,700.0,5.7,245.0,202.0
Honda,Amaze 1.2 Comfort,2022,188800.0,26000.0,Manual,Petrol,1,M/gray,Sedan,Front,1.2,i4,5.0,4.0,175/65 R15,175/65 R15,Front Wheel Drive,35.0,5.6,625.0,66.0,110.0,12.3,160.0,133.0
Volkswagen,Polo Sedan 1.6 Trendline,2019,229900.0,86000.0,Manual,Petrol,Unknown,Pure white,Sedan,Front,1.6,i4,5.0,4.0,175/70 R14,175/70 R14,Front Wheel Drive,55.0,6.0,917.0,77.0,155.0,11.1,190.0,143.0
Toyota,Quantum 2.8 SLWB Panel Van,2023,579900.0,21123.0,Manual,Diesel,1,White 058,Panel van,Front,2.8,i4,3.0,4.0,215/70 R16 C,215/70 R16 C,Rear Wheel Drive,65.0,,,130.0,420.0,,165.0,
Ford,Mustang Shelby GT 5.0 Limited Edition,2023,968000.0,10.0,Automatic,Petrol,1,Atlas blue/vlp,Coupé,,5.0,,,2.0,,,Rear Wheel Drive,,,,,,,,
Volkswagen,Polo Sedan 1.6 Trendline,2019,229900.0,80000.0,Manual,Petrol,Unknown,Pure white,Sedan,Front,1.6,i4,5.0,4.0,175/70 R14,175/70 R14,Front Wheel Drive,55.0,6.0,917.0,77.0,155.0,11.1,190.0,143.0
Toyota,Hilux 2.4GD-6 Double Cab 4x4 SRX Auto,2019,399999.0,93000.0,Automatic,Diesel,1,White,Double cab,Front,2.4,i4,5.0,4.0,265/65 R17,265/65 R17,4x4,80.0,8.5,941.0,110.0,400.0,13.2,170.0,224.0
Nissan,NP200 1.6i Safety Pack,2020,129999.0,55000.0,Manual,Petrol,Unknown,White,Single cab,Front,1.6,i4,2.0,2.0,185/65 R15 T,185/65 R15 T,Front Wheel Drive,50.0,8.1,617.0,64.0,128.0,,,192.0
Toyota,Fortuner 2.8GD-6 4x4,2022,789995.0,8700.0,Automatic,Diesel,1,Grey metallic,SUV,Front,2.8,i4,7.0,5.0,265/60 R18,265/60 R18,4x4,80.0,7.9,1013.0,150.0,500.0,,180.0,209.0
Land,Rover Range Rover Sport D350 Dynamic HSE,2023,2849995.0,1250.0,Automatic,Diesel,1,Eiger grey,SUV,Front,3.0,i6,5.0,5.0,285/45 R22 (opt 255/60 R20 / opt 275/55 R20 / opt 275/50 R21 / opt 285/40 R23),285/45 R22 (opt 255/60 R20 / opt 275/55 R20 / opt 275/50 R21 / opt 285/40 R23),All Wheel Drive,80.0,7.4,1081.0,258.0,700.0,5.9,234.0,196.0
Volkswagen,T-Cross 1.0TSI 70kW Comfortline,2023,404900.0,4700.0,Manual,Petrol,1,Smokey grey,SUV,Front,1.0,i3,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,40.0,4.8,833.0,70.0,175.0,10.8,180.0,110.0
Mercedes-Benz,GLC GLC250d 4Matic,2019,589900.0,120000.0,Automatic,Diesel,Unknown,White,SUV,Front,2.1,i4,5.0,5.0,235/65 R17 (opt 235/60 R18 / opt 235/55 R19 / opt 255/45 R20),235/65 R17 (opt 235/60 R18 / opt 235/55 R19 / opt 255/45 R20),All Wheel Drive,66.0,5.5,1200.0,150.0,500.0,7.6,223.0,143.0
Hyundai,Grand i10 1.2 Fluid,2020,189900.0,77000.0,Manual,Petrol,Unknown,White,Hatchback,Front,1.2,i4,5.0,5.0,165/65 R14,165/65 R14,Front Wheel Drive,43.0,5.9,729.0,64.0,120.0,12.2,168.0,133.0
Mahindra,Pik Up 2.2CRDe S6,2021,264899.0,88000.0,Manual,Diesel,Unknown,White,Single cab,Front,2.2,i4,2.0,2.0,245/75 R16,245/75 R16,4x2,80.0,7.9,1013.0,103.0,320.0,,,210.0
Renault,Triber 1.0 Dynamique,2020,184995.0,83651.0,Manual,Petrol,Unknown,Silver,MPV,Front,1.0,i3,7.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,40.0,5.5,727.0,52.0,96.0,,,131.0
Toyota,Hilux 2.8GD-6 Double Cab 4x4 Legend RS Auto,2022,819995.0,9179.0,Automatic,Diesel,1,Oxcide bronze,Double cab,Front,2.8,i4,5.0,4.0,265/60 R18,265/60 R18,4x4,80.0,8.0,1000.0,150.0,500.0,,175.0,209.0
Mercedes-Benz,C-Class C220d AMG Line,2019,649900.0,19500.0,Automatic,Diesel,Unknown,White,Sedan,Front,2.0,i4,5.0,4.0,225/45 R18 (opt 225/40 R19),245/40 R18 (opt 255/35 R19),Rear Wheel Drive,66.0,4.8,1375.0,143.0,400.0,6.9,240.0,126.0
Fiat,Fullback 2.5Di-D de-spec,2019,299900.0,111000.0,Manual,Diesel,2,Grey,Single cab,Front,2.5,i4,3.0,2.0,205 R16C,205 R16C,4x2,75.0,7.8,962.0,94.0,240.0,,165.0,204.0
Land,Rover Range Rover Velar D240 R-Dynamic SE,2019,919900.0,66000.0,Automatic,Diesel,Unknown,Black,SUV,Front,2.0,i4,5.0,5.0,255/50 R20 (opt 265/45 R21 / opt 265/40 R22),255/50 R20 (opt 265/45 R21 / opt 265/40 R22),All Wheel Drive,60.0,5.8,1035.0,177.0,500.0,7.3,217.0,154.0
GWM,P-Series 2.0TD Double Cab SX,2021,389900.0,30242.0,Manual,Diesel,Unknown,White,Double cab,Front,2.0,i4,5.0,4.0,245/70 R17,245/70 R17,Rear Wheel Drive,78.0,,,120.0,400.0,,,259.0
Toyota,Fortuner 2.8GD-6 VX,2022,699495.0,18000.0,Automatic,Diesel,Unknown,White,SUV,Front,2.8,i4,7.0,5.0,265/60 R18,265/60 R18,4x2,80.0,7.6,1053.0,150.0,500.0,,180.0,201.0
Suzuki,Swift 1.2 GL,2022,175495.0,1.0,Manual,Petrol,Unknown,Pearl,Hatchback,Front,1.2,i4,5.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,37.0,4.9,755.0,61.0,113.0,12.0,170.0,116.0
Suzuki,Swift 1.2 GL,2021,189495.0,21975.0,Manual,Petrol,Unknown,Grey,Hatchback,Front,1.2,i4,5.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,37.0,4.9,755.0,61.0,113.0,12.0,170.0,116.0
Porsche,Macan Macan,2020,1095000.0,62000.0,Automatic,Petrol,1,Jet black metallic,SUV,Front,2.0,i4,5.0,5.0,235/60 R18 (opt 235/55 R19 / opt 265/45 R20 / opt 265/40 R21),255/55 R18 (opt 255/50 R19 / opt 295/40 R20 / opt 295/35 R21),All Wheel Drive,65.0,8.9,730.0,185.0,370.0,6.7,227.0,204.0
Porsche,Macan GTS,2018,1245000.0,29200.0,Automatic,Petrol,1,Carmine red,SUV,Front,3.0,V6,5.0,5.0,265/40 R20 (opt 265/40 R21),295/40 R20 (opt 295/35 R21),All Wheel Drive,75.0,8.8,739.0,265.0,500.0,5.0,256.0,207.0
Porsche,718 Cayman 718 Cayman GT4,2020,1725000.0,13300.0,Manual,Petrol,1,Black,Coupé,Mid,4.0,b6,2.0,2.0,245/35 R20,295/30 R20,Rear Wheel Drive,64.0,0.9,587.0,309.0,420.0,4.4,304.0,249.0
Toyota,Hilux 2.4GD-6 Xtra cab SRX,2018,319999.0,106000.0,Manual,Diesel,1,White,Extended cab,Front,2.4,i4,2.0,4.0,265/65 R17,265/65 R17,4x2,80.0,,,110.0,400.0,13.2,175.0,
Mazda,CX-5 2.2DE AWD Akera,2019,469900.0,54895.0,Automatic,Diesel,1,Maroon,SUV,Front,2.2,i4,5.0,5.0,225/55 R19,225/55 R19,All Wheel Drive,58.0,5.7,1018.0,140.0,450.0,9.5,,148.0
Hyundai,Atos 1.1 Motion,2022,184900.0,10776.0,Manual,Petrol,1,Silver,Hatchback,Front,1.1,i4,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,35.0,5.7,614.0,50.0,99.0,14.4,155.0,127.0
BMW,X1 sDrive20d Auto,2018,294999.0,109000.0,Automatic,Diesel,2,Green,SUV,Front,2.0,i4,5.0,5.0,225/55 R17 (opt 225/50 R18 / opt 225/45 R19),225/55 R17 (opt 225/50 R18 / opt 255/40 R18 / opt 255/45 R19),Front Wheel Drive,61.0,4.6,1326.0,140.0,400.0,7.8,222.0,120.0
Hyundai,Grand i10 1.0 Motion,2020,179990.0,49000.0,Manual,Petrol,Unknown,Blue,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,37.0,5.4,685.0,49.0,94.0,14.9,153.0,131.0
Volkswagen,Polo Sedan 1.6 Trendline,2019,229900.0,70000.0,Manual,Petrol,Unknown,Pure white,Sedan,Front,1.6,i4,5.0,4.0,175/70 R14,175/70 R14,Front Wheel Drive,55.0,6.0,917.0,77.0,155.0,11.1,190.0,143.0
Mercedes-Benz,GLA GLA200d AMG Line,2020,779950.0,30060.0,Automatic,Diesel,Unknown,Polar white,SUV,Front,2.0,i4,5.0,5.0,235/50 R19 (opt 235/45 R20),235/50 R19 (opt 235/45 R20),Front Wheel Drive,43.0,5.1,843.0,110.0,320.0,8.6,208.0,133.0
Hyundai,Grand i10 1.0 Fluid,2019,169990.0,45000.0,Manual,Petrol,Unknown,Orange,Hatchback,Front,1.0,i3,5.0,5.0,165/65 R14,165/65 R14,Front Wheel Drive,43.0,5.4,796.0,48.0,94.0,14.9,155.0,132.0
Toyota,Etios Sedan 1.5 Sprint,2020,199995.0,3600.0,Manual,Petrol,Unknown,Grey,Sedan,Front,1.5,i4,5.0,4.0,185/60 R15,185/60 R15,Front Wheel Drive,45.0,5.9,763.0,66.0,132.0,11.3,165.0,136.0
Toyota,FJ Cruiser FJ Cruiser,2022,849995.0,19900.0,Automatic,Petrol,1,Grey metallic,SUV,Front,4.0,V6,5.0,5.0,265/70 R17,265/70 R17,4x4,159.0,0.4,1395.0,200.0,380.0,7.6,175.0,267.0
Ford,Everest 3.2TDCi 4WD Limited,2019,529850.0,94780.0,Automatic,Diesel,Unknown,White,SUV,Front,3.2,i5,7.0,5.0,265/50 R20,265/50 R20,4x4,80.0,8.2,976.0,147.0,470.0,11.6,,217.0
Ford,Ranger 2.0Bi-Turbo Double Cab 4x4 Stormtrak,2022,699995.0,8000.0,Automatic,Diesel,Unknown,Blue lightning,Double cab,Front,2.0,i4,5.0,4.0,265/60 R18,265/60 R18,4x4,80.0,8.1,988.0,157.0,500.0,,,215.0
Volkswagen,Tiguan 1.4TSI Comfortline R-Line Auto,2019,459900.0,82250.0,Automatic,Petrol,1,Deep black pearlescent,SUV,Front,1.4,i4,5.0,5.0,255/45 R19,255/45 R19,Front Wheel Drive,58.0,6.8,853.0,110.0,250.0,9.2,200.0,162.0
Nissan,Magnite 1.0 Turbo Acenta Plus Auto,2023,349800.0,150.0,Automatic,Petrol,1,Silver,SUV,Front,1.0,i3,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.0,667.0,74.0,152.0,13.4,168.0,142.0
Volkswagen,Polo Sedan 1.6 Trendline,2019,229900.0,66000.0,Manual,Petrol,Unknown,Pure white,Sedan,Front,1.6,i4,5.0,4.0,175/70 R14,175/70 R14,Front Wheel Drive,55.0,6.0,917.0,77.0,155.0,11.1,190.0,143.0
Honda,Fit 1.5 Comfort,2022,244795.0,36892.0,Automatic,Petrol,1,Blue,Hatchback,Front,1.5,i4,5.0,5.0,185/60 R15,185/60 R15,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,132.0
Suzuki,Jimny 1.3 Auto,2018,279000.0,65500.0,Automatic,Petrol,1,White,SUV,Front,1.3,i4,4.0,3.0,205/70 R15,205/70 R15,4x4,40.0,7.6,526.0,63.0,110.0,17.2,135.0,181.0
Ford,EcoSport 1.5TDCi Ambiente,2019,229900.0,65477.0,Manual,Diesel,1,White,SUV,Front,1.5,i4,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,52.0,4.6,1130.0,74.0,205.0,14.5,160.0,121.0
Suzuki,Grand Vitara 1.5 Hybrid Glx Allgrip,2023,519900.0,2000.0,Automatic,Hybrid,Unknown,White,SUV,Front,1.5,i4,5.0,5.0,215/60 R17,215/60 R17,All Wheel Drive,45.0,5.6,804.0,76.0,137.0,,165.0,131.0
Toyota,Starlet 1.4 XS Auto,2021,239900.0,33598.0,Automatic,Petrol,1,Silver,Hatchback,Front,1.4,i4,5.0,5.0,185/55 R16,185/55 R16,Front Wheel Drive,37.0,5.4,685.0,68.0,130.0,11.6,170.0,128.0
Suzuki,Grand Vitara 1.5 Gl Auto,2023,355900.0,20.0,Automatic,Petrol,Unknown,White,SUV,Front,1.5,i4,5.0,5.0,215/60 R17,215/60 R17,Front Wheel Drive,45.0,6.0,750.0,77.0,138.0,,170.0,142.0
Renault,Triber 1.0 Life,2023,189900.0,8100.0,Manual,Petrol,1,Yellow,MPV,Front,1.0,i3,7.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,40.0,5.5,727.0,52.0,96.0,,,131.0
Renault,Triber 1.0 Life,2022,179900.0,33750.0,Manual,Petrol,1,Yellow,MPV,Front,1.0,i3,7.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,40.0,5.5,727.0,52.0,96.0,,,131.0
Porsche,Macan Macan,2019,999990.0,22000.0,Automatic,Petrol,Unknown,Midnight blue,SUV,Front,2.0,i4,5.0,5.0,235/60 R18 (opt 235/55 R19 / opt 265/45 R20 / opt 265/40 R21),255/55 R18 (opt 255/50 R19 / opt 295/40 R20 / opt 295/35 R21),All Wheel Drive,65.0,8.9,730.0,185.0,370.0,6.7,227.0,204.0
Volkswagen,Amarok 3.0 V6 TDI Double Cab Extreme 4Motion,2021,799990.0,70000.0,Automatic,Diesel,Unknown,Black,Double cab,Front,3.0,V6,5.0,4.0,255/50 R20 (opt 255/55 R19),255/50 R20 (opt 255/55 R19),4x4,80.0,9.5,842.0,200.0,580.0,7.6,207.0,250.0
Hyundai,H-1 2.5CRDi Elite 12-Seater,2021,699990.0,43000.0,Automatic,Diesel,Unknown,Silver,Crew bus,,2.5,,,5.0,,,Rear Wheel Drive,,,,,,,,
Kia,Sonet 1.5 EX Auto,2023,359900.0,1000.0,Automatic,Petrol,1,White,SUV,Front,1.5,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,45.0,7.2,625.0,85.0,144.0,11.8,170.0,163.0
Suzuki,Grand Vitara 1.5 Gl Auto,2023,355900.0,20.0,Automatic,Petrol,Unknown,Silver,SUV,Front,1.5,i4,5.0,5.0,215/60 R17,215/60 R17,Front Wheel Drive,45.0,6.0,750.0,77.0,138.0,,170.0,142.0
Hyundai,Elantra 1.6 Executive Auto,2019,195000.0,66023.0,Automatic,Petrol,Unknown,Silver,Sedan,Front,1.6,i4,5.0,4.0,205/55 R16,205/55 R16,Front Wheel Drive,50.0,6.9,725.0,93.0,155.0,11.6,195.0,161.0
Isuzu,D-Max 300 3.0TD Double Cab X-Rider,2022,538500.0,13500.0,Automatic,Diesel,Unknown,White,Double cab,Front,3.0,i4,5.0,4.0,255/60 R18,255/60 R18,4x2,80.0,7.5,1067.0,130.0,380.0,,,198.0
Ford,Everest 3.2TDCi 4WD Limited,2018,479900.0,114000.0,Automatic,Diesel,Unknown,White,SUV,Front,3.2,i5,7.0,5.0,265/50 R20,265/50 R20,4x4,80.0,8.2,976.0,147.0,470.0,11.6,,217.0
Hyundai,i20 1.2 Motion,2021,244900.0,39346.0,Manual,Petrol,1,Fiery red,Hatchback,Front,1.2,i4,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,37.0,5.9,627.0,61.0,115.0,12.9,169.0,135.0
Toyota,GR86 Auto,2023,769900.0,5.0,Automatic,Petrol,Unknown,Grey,Coupé,Front,2.4,b4,4.0,3.0,215/40 R18,215/40 R18,Rear Wheel Drive,50.0,8.8,568.0,174.0,250.0,6.8,216.0,201.0
Volkswagen,Polo Hatch 1.0TSI Comfortline Auto,2019,235950.0,103900.0,Automatic,Petrol,Unknown,Orange,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,40.0,4.7,851.0,70.0,175.0,10.8,187.0,107.0
Ford,Ranger 3.0 V6 Ecoboost Double Cab Raptor 4wd,2023,1237900.0,1.0,Automatic,Petrol,Unknown,White,Double cab,Front,3.0,V6,5.0,4.0,285/70 R17,285/70 R17,4x4,80.0,0.5,696.0,292.0,583.0,,,262.0
Volkswagen,Polo Hatch 1.0TSI Comfortline Auto,2019,235950.0,104552.0,Automatic,Petrol,Unknown,Limestone grey metal,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,40.0,4.7,851.0,70.0,175.0,10.8,187.0,107.0
Suzuki,Swift 1.2 GA,2023,182900.0,101.0,Manual,Petrol,1,Arctic white pearl,Hatchback,Front,1.2,i4,5.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,37.0,4.9,755.0,61.0,113.0,12.0,170.0,116.0
Mercedes-Benz,GLB GLB220d 4Matic Progressive,2021,799900.0,27000.0,Automatic,Diesel,Unknown,Grey,SUV,Front,2.0,i4,5.0,5.0,215/65 R17 (opt 235/55 R18 / opt 235/50 R19 / opt 235/40 R20),215/65 R17 (opt 235/55 R18 / opt 235/50 R19 / opt 235/40 R20),All Wheel Drive,60.0,5.5,1091.0,140.0,400.0,7.6,217.0,144.0
MINI,Countryman Cooper Countryman,2022,599900.0,25500.0,Automatic,Petrol,1,Black,SUV,Front,1.5,i3,5.0,5.0,225/55 R17 (opt 225/50 R18),225/55 R17 (opt 225/50 R18),Front Wheel Drive,51.0,6.3,850.0,100.0,220.0,9.7,203.0,143.0
Kia,Sonet 1.5 EX,2023,339900.0,1000.0,Manual,Petrol,1,White,SUV,Front,1.5,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,45.0,7.0,643.0,85.0,144.0,11.3,170.0,160.0
Toyota,Land Cruiser 300 3.5T ZX,2023,2185000.0,200.0,Automatic,Petrol,1,White,SUV,Front,3.4,V6,7.0,5.0,265/55 R20,265/55 R20,All Wheel Drive,110.0,2.1,909.0,305.0,650.0,,210.0,291.0
Ford,Ranger 2.0Bi-Turbo Double Cab 4x4 Raptor,2020,699900.0,55000.0,Automatic,Diesel,Unknown,Black,Double cab,Front,2.0,i4,5.0,4.0,285/70 R17,285/70 R17,4x4,80.0,8.3,964.0,157.0,500.0,,,220.0
Volkswagen,Tiguan 2.0TDI 4Motion Highline R-Line,2020,625000.0,82860.0,Automatic,Diesel,1,Grey,SUV,Front,2.0,i4,5.0,5.0,255/40 R20,255/40 R20,All Wheel Drive,60.0,6.4,938.0,130.0,380.0,8.3,207.0,166.0
Toyota,Hilux 2.8GD-6 Xtra cab Raider auto,2018,389999.0,92000.0,Automatic,Diesel,Unknown,White,Extended cab,Front,2.8,i4,2.0,4.0,265/60 R18,265/60 R18,4x2,80.0,,,130.0,450.0,11.2,180.0,
Toyota,Hilux 2.8GD-6 Xtra Cab 4x4 Raider Auto,2019,529900.0,103000.0,Automatic,Diesel,1,Silver,Extended cab,Front,2.8,i4,2.0,4.0,265/60 R18,265/60 R18,4x4,80.0,,,130.0,450.0,11.2,180.0,
Toyota,Fortuner 2.4GD-6 Auto,2023,677499.0,10.0,Automatic,Diesel,Unknown,Oxcide bronz,SUV,Front,2.4,i4,7.0,5.0,265/60 R18,265/60 R18,4x2,80.0,7.2,1111.0,110.0,400.0,,170.0,190.0
Toyota,Fortuner 2.8GD-6 VX,2022,689900.0,14000.0,Automatic,Diesel,Unknown,Silver,SUV,Front,2.8,i4,7.0,5.0,265/60 R18,265/60 R18,4x2,80.0,7.6,1053.0,150.0,500.0,,180.0,201.0
Citroen,C5 Aircross 1.6T Feel,2021,294900.0,52000.0,Automatic,Petrol,Unknown,Pearl white,SUV,Front,1.6,i4,5.0,5.0,235/55 R18,235/55 R18,Front Wheel Drive,53.0,7.9,671.0,121.0,240.0,10.5,189.0,179.0
Toyota,Land Cruiser Prado 3.0DT VX-L,2020,975000.0,56345.0,Automatic,Diesel,Unknown,White,SUV,Front,3.0,i4,7.0,5.0,265/60 R18,265/60 R18,All Wheel Drive,150.0,8.5,1765.0,120.0,400.0,11.7,175.0,226.0
Fiat,500 TwinAir Rockstar Auto,2020,199950.0,21000.0,Automatic,Petrol,Unknown,Grey,Hatchback,Front,0.9,i2,4.0,3.0,195/45 R16,195/45 R16,Front Wheel Drive,35.0,3.8,921.0,63.0,145.0,11.5,173.0,88.0
Volkswagen,Caddy Alltrack 2.0TDI Auto,2018,399950.0,76000.0,Automatic,Diesel,1,White,MPV,Front,2.0,i4,5.0,5.0,205/50 R17,205/50 R17,Front Wheel Drive,55.0,6.2,887.0,103.0,320.0,10.6,186.0,166.0
Kia,K2700 2.7D Workhorse Dropside,2022,299950.0,16000.0,Manual,Diesel,1,White,Single cab,Front,2.7,i4,3.0,2.0,195 R14,195 R14,Rear Wheel Drive,60.0,0.7,561.0,62.0,168.0,24.2,120.0,288.0
Volkswagen,Polo Hatch 1.0TSI 85kW R-Line,2022,449900.0,9950.0,Automatic,Petrol,1,White,Hatchback,Front,1.0,i3,5.0,5.0,195/55 R16 (opt 215/45 R17),195/55 R16 (opt 215/45 R17),Front Wheel Drive,40.0,5.4,741.0,85.0,200.0,11.3,200.0,123.0
Mitsubishi,Eclipse Cross 1.5T GLS,2022,419900.0,18406.0,Automatic,Petrol,1,White,SUV,Front,1.5,i4,5.0,5.0,225/55 R18,225/55 R18,Front Wheel Drive,63.0,7.7,818.0,110.0,250.0,8.9,,174.0
Nissan,NP200 1.6i (Aircon) Safety Pack,2022,195995.0,14000.0,Manual,Petrol,Unknown,White,Single cab,Front,1.6,i4,2.0,2.0,185/65 R15 T,185/65 R15 T,Front Wheel Drive,50.0,8.1,617.0,64.0,128.0,,,192.0
Volkswagen,Polo Hatch 1.0TSI 70kW Life,2022,379900.0,13950.0,Manual,Petrol,1,Silver,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15 (opt 195/55 R16),185/70 R14 (opt 185/65 R15),Front Wheel Drive,40.0,5.4,741.0,70.0,175.0,10.8,187.0,124.0
